PartnerId,DocumentDate
12395,2022-11-15
10295,2022-11-15
331,2022-11-15
11945,2022-11-15
12406,2022-11-15
7128,2022-11-15
12301,2022-11-15
12431,2022-11-15
12083,2022-11-15
8655,2022-11-15
1851,2022-11-15
1098,2022-11-15
1073,2022-11-15
12624,2022-11-15
1851,2022-11-15
1073,2022-11-15
8939,2022-11-15
9541,2022-11-15
11794,2022-11-15
533,2022-11-15
316,2022-11-15
8992,2022-11-14
193,2022-11-14
12215,2022-11-14
8655,2022-11-14
11255,2022-11-14
11119,2022-11-14
5820,2022-11-14
12005,2022-11-14
11301,2022-11-14
690,2022-11-14
6727,2022-11-14
11444,2022-11-14
650,2022-11-14
161,2022-11-14
202,2022-11-14
12029,2022-11-14
1098,2022-11-14
6050,2022-11-14
8456,2022-11-14
554,2022-11-14
1106,2022-11-14
12247,2022-11-14
12733,2022-11-14
6270,2022-11-14
12731,2022-11-14
12730,2022-11-14
11797,2022-11-14
9833,2022-11-14
4814,2022-11-14
10766,2022-11-14
6015,2022-11-14
9214,2022-11-14
882,2022-11-14
12316,2022-11-14
882,2022-11-14
5390,2022-11-14
6805,2022-11-14
564,2022-11-14
8845,2022-11-14
10470,2022-11-14
162,2022-11-14
4775,2022-11-14
10691,2022-11-14
7189,2022-11-14
11255,2022-11-14
162,2022-11-14
1098,2022-11-14
9676,2022-11-14
316,2022-11-14
162,2022-11-14
8992,2022-11-14
7287,2022-11-14
864,2022-11-14
4518,2022-11-14
4518,2022-11-14
6307,2022-11-11
1038,2022-11-11
11940,2022-11-11
11945,2022-11-11
11197,2022-11-11
11046,2022-11-11
8540,2022-11-11
12724,2022-11-11
12724,2022-11-11
12724,2022-11-11
8042,2022-11-11
1035,2022-11-11
954,2022-11-11
8191,2022-11-11
8231,2022-11-10
12206,2022-11-10
11571,2022-11-10
11571,2022-11-10
6919,2022-11-10
10504,2022-11-10
6173,2022-11-10
8379,2022-11-10
11195,2022-11-10
11349,2022-11-10
12424,2022-11-10
10835,2022-11-10
723,2022-11-10
8992,2022-11-10
10949,2022-11-10
6246,2022-11-10
6557,2022-11-10
316,2022-11-10
1387,2022-11-10
11801,2022-11-10
1098,2022-11-10
11352,2022-11-10
624,2022-11-10
12728,2022-11-10
977,2022-11-09
11159,2022-11-09
488,2022-11-09
12406,2022-11-09
11945,2022-11-09
11572,2022-11-09
316,2022-11-09
12722,2022-11-09
1098,2022-11-09
113,2022-11-09
8456,2022-11-09
113,2022-11-09
10771,2022-11-09
10920,2022-11-09
155,2022-11-09
6027,2022-11-09
11071,2022-11-09
524,2022-11-09
12652,2022-11-09
12070,2022-11-09
524,2022-11-09
8682,2022-11-09
10599,2022-11-09
6246,2022-11-09
6027,2022-11-09
7569,2022-11-09
1023,2022-11-09
9676,2022-11-09
10457,2022-11-09
11325,2022-11-09
12706,2022-11-09
12716,2022-11-09
6050,2022-11-09
1098,2022-11-08
10413,2022-11-08
12523,2022-11-08
6588,2022-11-08
12653,2022-11-08
6573,2022-11-08
8655,2022-11-08
7570,2022-11-08
9694,2022-11-08
10899,2022-11-08
8191,2022-11-08
10413,2022-11-08
554,2022-11-08
1329,2022-11-08
10907,2022-11-08
9896,2022-11-08
6087,2022-11-08
6557,2022-11-08
8923,2022-11-08
554,2022-11-08
10787,2022-11-08
505,2022-11-08
9853,2022-11-08
793,2022-11-08
12279,2022-11-08
12275,2022-11-08
1804,2022-11-08
10236,2022-11-08
5722,2022-11-08
11877,2022-11-08
12467,2022-11-08
7287,2022-11-08
12718,2022-11-08
12227,2022-11-08
9106,2022-11-08
4814,2022-11-08
8992,2022-11-08
1804,2022-11-08
738,2022-11-08
9106,2022-11-08
12577,2022-11-08
12083,2022-11-08
10072,2022-11-08
4518,2022-11-08
1098,2022-11-08
11797,2022-11-08
8565,2022-11-08
6448,2022-11-08
4518,2022-11-08
8655,2022-11-08
8655,2022-11-08
12251,2022-11-07
9577,2022-11-07
4518,2022-11-07
11383,2022-11-07
11255,2022-11-07
1098,2022-11-07
11195,2022-11-07
12027,2022-11-07
11794,2022-11-07
1141,2022-11-07
4775,2022-11-07
9652,2022-11-07
12289,2022-11-07
4518,2022-11-07
8362,2022-11-07
6050,2022-11-07
9226,2022-11-07
11119,2022-11-07
11119,2022-11-07
257,2022-11-07
342,2022-11-07
342,2022-11-07
12703,2022-11-07
1196,2022-11-07
6789,2022-11-07
5902,2022-11-07
5902,2022-11-07
331,2022-11-07
12421,2022-11-07
9214,2022-11-07
11871,2022-11-07
162,2022-11-07
6805,2022-11-07
9908,2022-11-07
365,2022-11-07
7709,2022-11-07
1035,2022-11-07
954,2022-11-07
5394,2022-11-07
1809,2022-11-07
5904,2022-11-07
6050,2022-11-07
12590,2022-11-07
554,2022-11-07
9690,2022-11-07
10691,2022-11-07
1183,2022-11-07
6015,2022-11-07
6326,2022-11-07
8362,2022-11-07
1809,2022-11-07
6108,2022-11-07
124,2022-11-07
554,2022-11-07
1098,2022-11-07
9853,2022-11-07
10470,2022-11-07
564,2022-11-07
8456,2022-11-07
8845,2022-11-07
12713,2022-11-04
10949,2022-11-04
8927,2022-11-04
1790,2022-11-04
8730,2022-11-04
6387,2022-11-04
12610,2022-11-04
10366,2022-11-04
8927,2022-11-04
5871,2022-11-04
360,2022-11-04
7189,2022-11-04
316,2022-11-04
12715,2022-11-04
12715,2022-11-04
12682,2022-11-04
1035,2022-11-04
4775,2022-11-04
11250,2022-11-03
11741,2022-11-03
10599,2022-11-03
4775,2022-11-03
6326,2022-11-03
8191,2022-11-03
8655,2022-11-03
12370,2022-11-03
10961,2022-11-03
6050,2022-11-03
1098,2022-11-03
12301,2022-11-03
12247,2022-11-03
10949,2022-11-03
11999,2022-11-03
7569,2022-11-03
12229,2022-11-03
316,2022-11-03
9886,2022-11-03
12077,2022-11-03
7047,2022-11-03
7047,2022-11-03
12166,2022-11-03
12682,2022-11-03
10594,2022-11-03
11173,2022-11-03
10592,2022-11-03
12281,2022-11-03
9866,2022-11-03
316,2022-11-03
316,2022-11-03
12702,2022-11-02
10761,2022-11-02
954,2022-11-02
12526,2022-11-02
8939,2022-11-02
12702,2022-11-02
1139,2022-11-02
12215,2022-11-02
11361,2022-11-02
5820,2022-11-02
7529,2022-11-02
11350,2022-11-02
780,2022-11-02
780,2022-11-02
9712,2022-11-02
12516,2022-11-02
12699,2022-11-02
12070,2022-11-02
524,2022-11-02
6015,2022-11-01
10691,2022-11-01
8845,2022-11-01
882,2022-11-01
564,2022-11-01
5390,2022-11-01
6805,2022-11-01
1720,2022-11-01
882,2022-11-01
12316,2022-11-01
1720,2022-11-01
316,2022-11-01
12242,2022-11-01
11614,2022-11-01
6972,2022-11-01
316,2022-11-01
12703,2022-11-01
11414,2022-11-01
11444,2022-11-01
12215,2022-11-01
698,2022-11-01
11572,2022-11-01
1059,2022-11-01
12027,2022-11-01
8198,2022-11-01
9833,2022-11-01
10634,2022-11-01
9890,2022-11-01
10470,2022-11-01
615,2022-11-01
1720,2022-11-01
12277,2022-11-01
124,2022-11-01
9034,2022-11-01
12703,2022-11-01
8362,2022-11-01
342,2022-11-01
6227,2022-11-01
689,2022-11-01
12411,2022-11-01
4518,2022-11-01
11444,2022-11-01
10594,2022-11-01
11966,2022-11-01
12706,2022-11-01
9975,2022-11-01
8813,2022-11-01
12418,2022-11-01
6246,2022-11-01
193,2022-11-01
1098,2022-10-31
12165,2022-10-31
4518,2022-10-31
1098,2022-10-31
690,2022-10-31
12083,2022-10-31
1098,2022-10-31
11532,2022-10-31
8655,2022-10-31
12083,2022-10-31
6919,2022-10-31
1098,2022-10-31
11119,2022-10-31
1098,2022-10-31
10341,2022-10-31
7128,2022-10-31
554,2022-10-31
4518,2022-10-31
554,2022-10-31
11255,2022-10-31
1098,2022-10-31
6050,2022-10-31
10776,2022-10-31
8456,2022-10-31
1809,2022-10-31
202,2022-10-31
10771,2022-10-31
10756,2022-10-31
1106,2022-10-31
9759,2022-10-31
690,2022-10-31
6727,2022-10-31
9934,2022-10-31
12698,2022-10-31
11352,2022-10-31
6050,2022-10-31
8028,2022-10-31
1098,2022-10-31
1098,2022-10-31
1098,2022-10-31
1098,2022-10-31
1098,2022-10-31
1098,2022-10-31
12505,2022-10-31
6326,2022-10-31
6326,2022-10-31
882,2022-10-31
864,2022-10-31
1098,2022-10-31
8028,2022-10-31
8028,2022-10-31
5640,2022-10-31
9759,2022-10-31
1106,2022-10-31
12308,2022-10-31
331,2022-10-31
1098,2022-10-31
9676,2022-10-31
1098,2022-10-31
6050,2022-10-31
9896,2022-10-31
8992,2022-10-31
316,2022-10-31
12438,2022-10-31
9541,2022-10-31
9676,2022-10-31
12624,2022-10-31
10403,2022-10-28
7059,2022-10-28
12279,2022-10-28
11794,2022-10-28
12094,2022-10-28
11605,2022-10-28
10112,2022-10-28
7569,2022-10-28
5094,2022-10-28
143,2022-10-28
8927,2022-10-28
11797,2022-10-28
12424,2022-10-28
6050,2022-10-28
