PartnerId,DocumentDate
8663,2022-10-28
6173,2022-10-28
11514,2022-10-28
11514,2022-10-28
12302,2022-10-28
6087,2022-10-28
4814,2022-10-28
10874,2022-10-27
9837,2022-10-27
9690,2022-10-27
5872,2022-10-27
10899,2022-10-27
5866,2022-10-27
12263,2022-10-27
708,2022-10-27
10599,2022-10-27
11523,2022-10-27
5866,2022-10-27
12593,2022-10-27
11301,2022-10-27
12054,2022-10-27
331,2022-10-27
11945,2022-10-27
10909,2022-10-27
1098,2022-10-27
12593,2022-10-27
11523,2022-10-27
11523,2022-10-27
11523,2022-10-27
12054,2022-10-27
12425,2022-10-27
1387,2022-10-27
5872,2022-10-27
9866,2022-10-27
1387,2022-10-27
6972,2022-10-27
1387,2022-10-27
9593,2022-10-27
9593,2022-10-27
9593,2022-10-27
9593,2022-10-27
9593,2022-10-27
161,2022-10-27
162,2022-10-27
9593,2022-10-27
7189,2022-10-27
8682,2022-10-27
1804,2022-10-27
1804,2022-10-27
1804,2022-10-27
316,2022-10-27
8434,2022-10-27
780,2022-10-27
12490,2022-10-26
6027,2022-10-26
461,2022-10-26
917,2022-10-26
316,2022-10-26
10413,2022-10-26
12175,2022-10-26
1846,2022-10-26
1038,2022-10-26
12467,2022-10-26
6557,2022-10-26
11867,2022-10-26
12605,2022-10-26
7269,2022-10-26
1190,2022-10-26
6130,2022-10-26
633,2022-10-26
6130,2022-10-26
6130,2022-10-26
6130,2022-10-26
6130,2022-10-26
7569,2022-10-26
12070,2022-10-26
11356,2022-10-26
6437,2022-10-26
624,2022-10-26
780,2022-10-25
1098,2022-10-25
6744,2022-10-25
342,2022-10-25
7021,2022-10-25
1098,2022-10-25
1098,2022-10-25
505,2022-10-25
9833,2022-10-25
780,2022-10-25
331,2022-10-25
1141,2022-10-25
9402,2022-10-25
4518,2022-10-25
8042,2022-10-25
4775,2022-10-25
777,2022-10-25
11801,2022-10-25
12686,2022-10-25
12686,2022-10-25
1098,2022-10-25
1098,2022-10-25
10696,2022-10-25
8191,2022-10-25
5987,2022-10-25
1663,2022-10-25
11159,2022-10-25
11770,2022-10-25
12529,2022-10-25
633,2022-10-25
281,2022-10-25
113,2022-10-25
10809,2022-10-25
8362,2022-10-25
11016,2022-10-25
12083,2022-10-25
6246,2022-10-25
9106,2022-10-25
1851,2022-10-25
11601,2022-10-25
11217,2022-10-25
1035,2022-10-25
12687,2022-10-25
524,2022-10-25
524,2022-10-25
12281,2022-10-25
1851,2022-10-25
780,2022-10-25
11325,2022-10-25
6727,2022-10-24
917,2022-10-24
10756,2022-10-24
8191,2022-10-24
5820,2022-10-24
1098,2022-10-24
342,2022-10-24
342,2022-10-24
9879,2022-10-24
9879,2022-10-24
10637,2022-10-24
5066,2022-10-24
1058,2022-10-24
7161,2022-10-24
6050,2022-10-24
6919,2022-10-24
316,2022-10-24
11119,2022-10-24
9226,2022-10-24
8456,2022-10-24
11438,2022-10-24
6011,2022-10-24
793,2022-10-24
1106,2022-10-24
11471,2022-10-24
954,2022-10-24
316,2022-10-24
8655,2022-10-24
11292,2022-10-24
11502,2022-10-24
6892,2022-10-24
6011,2022-10-24
12505,2022-10-24
1049,2022-10-24
8655,2022-10-24
1098,2022-10-24
11255,2022-10-24
8730,2022-10-24
12523,2022-10-24
162,2022-10-24
6108,2022-10-24
1430,2022-10-24
10711,2022-10-24
1098,2022-10-24
554,2022-10-24
9676,2022-10-24
554,2022-10-24
10023,2022-10-24
554,2022-10-24
162,2022-10-24
162,2022-10-24
6050,2022-10-24
11349,2022-10-21
7047,2022-10-21
11877,2022-10-21
10457,2022-10-21
12681,2022-10-21
12680,2022-10-21
1155,2022-10-21
12247,2022-10-21
11945,2022-10-21
1853,2022-10-21
7059,2022-10-21
6387,2022-10-21
6744,2022-10-21
697,2022-10-21
9214,2022-10-21
11352,2022-10-21
6027,2022-10-21
6342,2022-10-21
9652,2022-10-21
8028,2022-10-21
6250,2022-10-21
524,2022-10-21
12682,2022-10-21
193,2022-10-21
954,2022-10-21
8992,2022-10-20
8231,2022-10-20
12027,2022-10-20
6972,2022-10-20
10761,2022-10-20
10771,2022-10-20
11966,2022-10-20
5866,2022-10-20
316,2022-10-20
11871,2022-10-20
10599,2022-10-20
10910,2022-10-20
11131,2022-10-20
10413,2022-10-20
7569,2022-10-20
9552,2022-10-20
1098,2022-10-20
8730,2022-10-20
603,2022-10-20
10504,2022-10-20
780,2022-10-20
780,2022-10-20
11555,2022-10-20
11555,2022-10-20
6173,2022-10-20
11173,2022-10-20
10835,2022-10-20
689,2022-10-20
9831,2022-10-20
1387,2022-10-20
11325,2022-10-20
11325,2022-10-20
7128,2022-10-19
10592,2022-10-19
10899,2022-10-19
10899,2022-10-19
12395,2022-10-19
524,2022-10-19
524,2022-10-19
7287,2022-10-19
10634,2022-10-19
12526,2022-10-19
6246,2022-10-19
12070,2022-10-19
6246,2022-10-19
6557,2022-10-19
9694,2022-10-19
12424,2022-10-19
12424,2022-10-19
12215,2022-10-19
8655,2022-10-19
7021,2022-10-19
11801,2022-10-19
10132,2022-10-19
1035,2022-10-19
316,2022-10-19
10427,2022-10-19
6446,2022-10-19
12505,2022-10-19
1132,2022-10-19
10899,2022-10-19
8191,2022-10-19
12281,2022-10-19
684,2022-10-19
7189,2022-10-19
316,2022-10-19
6919,2022-10-19
9080,2022-10-19
10236,2022-10-19
690,2022-10-19
650,2022-10-19
11350,2022-10-19
12464,2022-10-18
11512,2022-10-18
8939,2022-10-18
8473,2022-10-18
12083,2022-10-18
8565,2022-10-18
1098,2022-10-18
7287,2022-10-18
1098,2022-10-18
8362,2022-10-18
8191,2022-10-18
12674,2022-10-18
9515,2022-10-18
11255,2022-10-18
1809,2022-10-18
1098,2022-10-18
1098,2022-10-18
624,2022-10-18
1098,2022-10-18
12652,2022-10-18
698,2022-10-18
161,2022-10-18
12322,2022-10-18
1098,2022-10-18
624,2022-10-18
342,2022-10-18
10941,2022-10-18
9106,2022-10-18
10809,2022-10-18
1098,2022-10-18
7287,2022-10-17
8456,2022-10-17
1098,2022-10-17
1106,2022-10-17
12463,2022-10-17
12672,2022-10-17
12463,2022-10-17
6588,2022-10-17
9934,2022-10-17
1430,2022-10-17
10637,2022-10-17
202,2022-10-17
5324,2022-10-17
5390,2022-10-17
8655,2022-10-17
142,2022-10-17
554,2022-10-17
5820,2022-10-17
564,2022-10-17
12463,2022-10-17
11518,2022-10-17
11984,2022-10-17
12463,2022-10-17
554,2022-10-17
9833,2022-10-17
8191,2022-10-17
8456,2022-10-17
5872,2022-10-17
6345,2022-10-17
1023,2022-10-17
5872,2022-10-17
11301,2022-10-17
690,2022-10-17
11984,2022-10-17
257,2022-10-17
11119,2022-10-17
12279,2022-10-17
12610,2022-10-17
10907,2022-10-17
9676,2022-10-17
12493,2022-10-17
486,2022-10-17
6250,2022-10-17
864,2022-10-17
6557,2022-10-17
4518,2022-10-17
10776,2022-10-17
10220,2022-10-17
12301,2022-10-17
7709,2022-10-17
6050,2022-10-17
7128,2022-10-17
11071,2022-10-17
8655,2022-10-17
1098,2022-10-17
1106,2022-10-17
12519,2022-10-17
12301,2022-10-17
162,2022-10-17
1098,2022-10-17
316,2022-10-17
12652,2022-10-17
10756,2022-10-17
10831,2022-10-17
591,2022-10-17
331,2022-10-14
331,2022-10-14
11399,2022-10-14
8655,2022-10-14
9214,2022-10-14
11361,2022-10-14
11352,2022-10-14
6273,2022-10-14
12166,2022-10-14
689,2022-10-14
10874,2022-10-14
12355,2022-10-14
161,2022-10-14
11556,2022-10-14
9831,2022-10-14
10470,2022-10-13
1098,2022-10-13
10027,2022-10-13
1547,2022-10-13
12316,2022-10-13
564,2022-10-13
882,2022-10-13
6805,2022-10-13
5390,2022-10-13
11746,2022-10-13
6015,2022-10-13
10691,2022-10-13
6108,2022-10-13
1019,2022-10-13
11520,2022-10-13
1196,2022-10-13
365,2022-10-13
360,2022-10-13
524,2022-10-13
9934,2022-10-13
11945,2022-10-13
12247,2022-10-13
6307,2022-10-13
9866,2022-10-13
365,2022-10-13
8456,2022-10-13
9580,2022-10-13
6727,2022-10-13
12277,2022-10-13
12301,2022-10-13
1191,2022-10-13
316,2022-10-13
12560,2022-10-13
12070,2022-10-13
12070,2022-10-13
12518,2022-10-13
524,2022-10-13
12406,2022-10-13
11859,2022-10-12
10809,2022-10-12
10387,2022-10-12
8379,2022-10-12
10387,2022-10-12
6387,2022-10-12
11572,2022-10-12
11966,2022-10-12
12175,2022-10-12
10648,2022-10-12
1851,2022-10-12
1851,2022-10-12
1851,2022-10-12
9712,2022-10-12
780,2022-10-12
10761,2022-10-12
12624,2022-10-12
9080,2022-10-12
12229,2022-10-12
12229,2022-10-12
10413,2022-10-12
1098,2022-10-12
1035,2022-10-12
9212,2022-10-12
9080,2022-10-12
12655,2022-10-12
12654,2022-10-12
9541,2022-10-12
12467,2022-10-12
12083,2022-10-11
8992,2022-10-11
505,2022-10-11
162,2022-10-11
12486,2022-10-11
6050,2022-10-11
1058,2022-10-11
10599,2022-10-11
10599,2022-10-11
6246,2022-10-11
1098,2022-10-11
12424,2022-10-11
6246,2022-10-11
11119,2022-10-11
8923,2022-10-11
697,2022-10-11
1141,2022-10-11
342,2022-10-11
7189,2022-10-11
1141,2022-10-11
967,2022-10-11
12247,2022-10-11
12083,2022-10-11
8655,2022-10-11
11246,2022-10-11
1098,2022-10-11
488,2022-10-11
1387,2022-10-11
6050,2022-10-11
9866,2022-10-11
12523,2022-10-11
6573,2022-10-11
12653,2022-10-11
11946,2022-10-11
554,2022-10-11
554,2022-10-11
12355,2022-10-11
1361,2022-10-11
1098,2022-10-11
12523,2022-10-11
11945,2022-10-11
9759,2022-10-11
12562,2022-10-11
7128,2022-10-11
780,2022-10-10
12131,2022-10-10
1035,2022-10-10
12301,2022-10-10
4518,2022-10-10
8663,2022-10-10
193,2022-10-10
11049,2022-10-10
954,2022-10-10
4775,2022-10-10
4518,2022-10-10
780,2022-10-10
1098,2022-10-10
1038,2022-10-10
6548,2022-10-10
12411,2022-10-10
9226,2022-10-10
316,2022-10-10
10961,2022-10-10
10766,2022-10-10
11794,2022-10-10
316,2022-10-10
1098,2022-10-10
967,2022-10-10
11119,2022-10-10
9896,2022-10-10
1106,2022-10-10
554,2022-10-10
10829,2022-10-10
554,2022-10-10
1098,2022-10-10
4775,2022-10-10
11984,2022-10-10
6892,2022-10-10
12215,2022-10-10
1809,2022-10-10
1809,2022-10-10
6919,2022-10-10
11255,2022-10-10
793,2022-10-10
7287,2022-10-10
5056,2022-10-10
6557,2022-10-10
11349,2022-10-10
11195,2022-10-10
10756,2022-10-10
342,2022-10-10
7409,2022-10-10
11444,2022-10-10
342,2022-10-10
12091,2022-10-10
1098,2022-10-10
12402,2022-10-10
8362,2022-10-10
9676,2022-10-10
342,2022-10-10
12355,2022-10-07
12650,2022-10-07
697,2022-10-07
11444,2022-10-07
1098,2022-10-07
6944,2022-10-07
1098,2022-10-07
12281,2022-10-07
8005,2022-10-07
12215,2022-10-07
1430,2022-10-07
7569,2022-10-07
10874,2022-10-07
9759,2022-10-07
6972,2022-10-07
12503,2022-10-07
5094,2022-10-06
12355,2022-10-06
8992,2022-10-06
12467,2022-10-06
11502,2022-10-06
10776,2022-10-06
10504,2022-10-06
10696,2022-10-06
10403,2022-10-06
615,2022-10-06
12516,2022-10-06
11502,2022-10-06
8682,2022-10-06
316,2022-10-06
1703,2022-10-06
11250,2022-10-06
11159,2022-10-06
8900,2022-10-06
1703,2022-10-06
12279,2022-10-06
8682,2022-10-06
1703,2022-10-06
10599,2022-10-06
9676,2022-10-06
12464,2022-10-06
8900,2022-10-06
4518,2022-10-05
12070,2022-10-05
4814,2022-10-05
633,2022-10-05
6557,2022-10-05
11301,2022-10-05
5943,2022-10-05
633,2022-10-05
11350,2022-10-05
7059,2022-10-05
10023,2022-10-05
9652,2022-10-05
8005,2022-10-05
1790,2022-10-05
8362,2022-10-05
12279,2022-10-05
7059,2022-10-05
11502,2022-10-05
5250,2022-10-05
11797,2022-10-05
12070,2022-10-05
524,2022-10-05
882,2022-10-05
12070,2022-10-05
11652,2022-10-05
289,2022-10-05
12029,2022-10-05
8939,2022-10-05
4512,2022-10-05
9879,2022-10-05
10769,2022-10-05
10001,2022-10-05
732,2022-10-05
12277,2022-10-05
12316,2022-10-05
5390,2022-10-05
12526,2022-10-05
564,2022-10-05
6015,2022-10-05
8845,2022-10-05
10470,2022-10-05
10691,2022-10-05
882,2022-10-05
12083,2022-10-04
690,2022-10-04
10899,2022-10-04
1106,2022-10-04
10899,2022-10-04
6227,2022-10-04
8655,2022-10-04
8565,2022-10-04
8655,2022-10-04
917,2022-10-04
4814,2022-10-04
6050,2022-10-04
6050,2022-10-04
6345,2022-10-04
12355,2022-10-04
11966,2022-10-04
8423,2022-10-04
5866,2022-10-04
11945,2022-10-04
954,2022-10-04
6050,2022-10-04
1098,2022-10-04
1098,2022-10-04
6972,2022-10-04
7128,2022-10-04
12636,2022-10-04
6027,2022-10-04
10756,2022-10-04
7128,2022-10-04
7569,2022-10-04
505,2022-10-04
10634,2022-10-04
780,2022-10-04
780,2022-10-04
6955,2022-10-04
10835,2022-10-04
12175,2022-10-04
11770,2022-10-04
9676,2022-10-03
11119,2022-10-03
554,2022-10-03
12247,2022-10-03
193,2022-10-03
4518,2022-10-03
10637,2022-10-03
6345,2022-10-03
9690,2022-10-03
554,2022-10-03
12277,2022-10-03
9690,2022-10-03
882,2022-10-03
10592,2022-10-03
10470,2022-10-03
8845,2022-10-03
1106,2022-10-03
7779,2022-10-03
8655,2022-10-03
12562,2022-10-03
6015,2022-10-03
11255,2022-10-03
8456,2022-10-03
316,2022-10-03
1385,2022-10-03
1663,2022-10-03
6050,2022-10-03
12185,2022-10-03
11016,2022-10-03
316,2022-10-03
12410,2022-10-03
5394,2022-10-03
1035,2022-10-03
5394,2022-10-03
1058,2022-10-03
12624,2022-10-03
1035,2022-10-03
9080,2022-10-03
12165,2022-09-30
524,2022-09-30
7161,2022-09-30
1098,2022-09-30
9886,2022-09-30
9106,2022-09-30
6290,2022-09-30
8655,2022-09-30
7287,2022-09-30
442,2022-09-30
8927,2022-09-30
1029,2022-09-30
8191,2022-09-30
484,2022-09-30
6250,2022-09-30
331,2022-09-30
8927,2022-09-30
12424,2022-09-30
689,2022-09-30
1838,2022-09-30
689,2022-09-30
1106,2022-09-30
11352,2022-09-30
6326,2022-09-30
12410,2022-09-30
11422,2022-09-30
8655,2022-09-30
6801,2022-09-30
6326,2022-09-30
11422,2022-09-30
10427,2022-09-30
5842,2022-09-30
12370,2022-09-30
10072,2022-09-30
684,2022-09-30
11514,2022-09-30
12260,2022-09-30
7047,2022-09-30
484,2022-09-30
12242,2022-09-30
10112,2022-09-30
10112,2022-09-30
864,2022-09-29
12263,2022-09-29
12609,2022-09-29
1098,2022-09-29
12418,2022-09-29
484,2022-09-29
6342,2022-09-29
11379,2022-09-29
9831,2022-09-29
1098,2022-09-29
7189,2022-09-29
11217,2022-09-29
10599,2022-09-29
12083,2022-09-29
9214,2022-09-29
113,2022-09-29
9214,2022-09-29
1851,2022-09-29
1851,2022-09-29
11517,2022-09-29
342,2022-09-29
10771,2022-09-29
162,2022-09-29
12227,2022-09-29
8936,2022-09-29
11794,2022-09-29
5488,2022-09-29
12630,2022-09-29
954,2022-09-29
9676,2022-09-29
6557,2022-09-29
316,2022-09-29
11173,2022-09-29
12631,2022-09-29
6573,2022-09-29
8434,2022-09-29
7047,2022-09-29
11173,2022-09-29
1387,2022-09-29
12497,2022-09-29
11414,2022-09-29
360,2022-09-29
1023,2022-09-29
6173,2022-09-29
12281,2022-09-29
11361,2022-09-29
856,2022-09-29
1141,2022-09-29
624,2022-09-28
524,2022-09-28
5872,2022-09-28
624,2022-09-28
7579,2022-09-28
5820,2022-09-28
10341,2022-09-28
7161,2022-09-28
5820,2022-09-28
5820,2022-09-28
10769,2022-09-28
8449,2022-09-28
12431,2022-09-28
524,2022-09-28
5324,2022-09-28
5902,2022-09-28
6629,2022-09-28
10771,2022-09-28
12372,2022-09-28
8028,2022-09-28
11356,2022-09-28
5066,2022-09-28
5575,2022-09-28
6769,2022-09-28
8655,2022-09-28
11976,2022-09-28
8805,2022-09-28
6011,2022-09-28
12431,2022-09-28
7287,2022-09-28
12467,2022-09-28
8191,2022-09-28
12038,2022-09-28
11999,2022-09-28
1155,2022-09-28
10413,2022-09-28
12431,2022-09-28
10146,2022-09-28
1098,2022-09-28
12263,2022-09-28
5987,2022-09-28
667,2022-09-28
780,2022-09-28
554,2022-09-28
8191,2022-09-28
10634,2022-09-28
11246,2022-09-28
6919,2022-09-28
8663,2022-09-28
9676,2022-09-28
554,2022-09-28
8191,2022-09-28
9694,2022-09-28
5340,2022-09-28
11444,2022-09-28
8191,2022-09-28
6437,2022-09-28
8655,2022-09-27
1098,2022-09-27
864,2022-09-27
12083,2022-09-27
505,2022-09-27
9214,2022-09-27
1098,2022-09-27
8655,2022-09-27
864,2022-09-27
9866,2022-09-27
9866,2022-09-27
11605,2022-09-27
1098,2022-09-27
1106,2022-09-27
9080,2022-09-27
202,2022-09-27
11813,2022-09-27
12617,2022-09-27
1098,2022-09-27
8923,2022-09-27
7714,2022-09-27
6050,2022-09-27
331,2022-09-27
11555,2022-09-27
5871,2022-09-27
10711,2022-09-27
690,2022-09-27
4775,2022-09-27
6387,2022-09-27
113,2022-09-27
11131,2022-09-27
12605,2022-09-27
7506,2022-09-27
7047,2022-09-27
554,2022-09-27
554,2022-09-27
9080,2022-09-27
7021,2022-09-27
10413,2022-09-27
12215,2022-09-27
8362,2022-09-27
8992,2022-09-27
7128,2022-09-27
7998,2022-09-27
864,2022-09-27
708,2022-09-27
11801,2022-09-27
5722,2022-09-27
11349,2022-09-27
6246,2022-09-27
10510,2022-09-27
8939,2022-09-27
1035,2022-09-27
8456,2022-09-27
9866,2022-09-27
342,2022-09-26
9833,2022-09-26
12070,2022-09-26
12070,2022-09-26
161,2022-09-26
6727,2022-09-26
162,2022-09-26
9226,2022-09-26
5820,2022-09-26
11567,2022-09-26
11945,2022-09-26
162,2022-09-26
11966,2022-09-26
162,2022-09-26
342,2022-09-26
1809,2022-09-26
11119,2022-09-26
11352,2022-09-26
11529,2022-09-26
5820,2022-09-26
10132,2022-09-26
12279,2022-09-26
554,2022-09-26
793,2022-09-26
6548,2022-09-26
8198,2022-09-26
10504,2022-09-26
10577,2022-09-26
12094,2022-09-26
6108,2022-09-26
12424,2022-09-26
9541,2022-09-26
10756,2022-09-26
12464,2022-09-26
11255,2022-09-26
257,2022-09-26
6130,2022-09-26
6130,2022-09-26
6130,2022-09-26
6130,2022-09-26
6130,2022-09-26
6919,2022-09-26
6027,2022-09-26
4518,2022-09-26
4518,2022-09-26
12610,2022-09-26
7569,2022-09-26
316,2022-09-26
4518,2022-09-26
10691,2022-09-26
9577,2022-09-26
9676,2022-09-26
162,2022-09-26
316,2022-09-26
1098,2022-09-26
7569,2022-09-26
143,2022-09-26
8730,2022-09-26
10594,2022-09-26
882,2022-09-26
6805,2022-09-26
12277,2022-09-26
331,2022-09-23
8191,2022-09-23
9541,2022-09-23
10634,2022-09-23
1430,2022-09-23
12463,2022-09-23
1809,2022-09-23
10761,2022-09-23
446,2022-09-23
10874,2022-09-23
5674,2022-09-23
342,2022-09-23
9593,2022-09-22
316,2022-09-22
316,2022-09-22
9676,2022-09-22
6246,2022-09-22
6246,2022-09-22
9593,2022-09-22
9593,2022-09-22
9593,2022-09-22
9593,2022-09-22
9593,2022-09-22
9593,2022-09-22
9593,2022-09-22
698,2022-09-22
12411,2022-09-22
6557,2022-09-22
8655,2022-09-22
11794,2022-09-22
6588,2022-09-22
11292,2022-09-22
5640,2022-09-22
5056,2022-09-22
1073,2022-09-22
8028,2022-09-22
6173,2022-09-22
7128,2022-09-22
12229,2022-09-22
6050,2022-09-22
9513,2022-09-22
7529,2022-09-22
10236,2022-09-22
5056,2022-09-22
10023,2022-09-22
12367,2022-09-22
1329,2022-09-22
6557,2022-09-22
6972,2022-09-22
11468,2022-09-22
1098,2022-09-22
5987,2022-09-22
11471,2022-09-22
780,2022-09-22
780,2022-09-22
698,2022-09-22
11468,2022-09-22
554,2022-09-21
4624,2022-09-21
7779,2022-09-21
11325,2022-09-21
10691,2022-09-21
564,2022-09-21
161,2022-09-21
1139,2022-09-21
524,2022-09-21
5866,2022-09-21
10776,2022-09-21
10108,2022-09-21
12279,2022-09-21
12247,2022-09-21
12281,2022-09-21
8362,2022-09-21
10387,2022-09-21
10387,2022-09-21
1141,2022-09-21
1141,2022-09-21
1059,2022-09-21
10599,2022-09-21
7269,2022-09-21
603,2022-09-21
12083,2022-09-20
7021,2022-09-20
5488,2022-09-20
505,2022-09-20
12083,2022-09-20
6448,2022-09-20
7287,2022-09-20
1049,2022-09-20
12083,2022-09-20
11512,2022-09-20
12165,2022-09-20
113,2022-09-20
1058,2022-09-20
1058,2022-09-20
10236,2022-09-20
10899,2022-09-20
11325,2022-09-20
5820,2022-09-20
11325,2022-09-20
11173,2022-09-20
11301,2022-09-20
124,2022-09-20
488,2022-09-20
488,2022-09-20
6015,2022-09-20
9759,2022-09-20
11518,2022-09-20
12301,2022-09-20
11945,2022-09-20
11556,2022-09-20
11833,2022-09-20
12275,2022-09-20
6450,2022-09-20
9934,2022-09-20
11350,2022-09-20
1663,2022-09-20
11414,2022-09-20
9908,2022-09-20
11556,2022-09-20
9080,2022-09-20
6813,2022-09-20
6813,2022-09-20
12516,2022-09-20
690,2022-09-20
8379,2022-09-20
10809,2022-09-20
11217,2022-09-20
1098,2022-09-20
6027,2022-09-20
8655,2022-09-20
9694,2022-09-20
4518,2022-09-20
11528,2022-09-20
12085,2022-09-20
1098,2022-09-20
9106,2022-09-20
11119,2022-09-20
4518,2022-09-20
10112,2022-09-20
4814,2022-09-19
6919,2022-09-19
1098,2022-09-19
1098,2022-09-19
1098,2022-09-19
9214,2022-09-19
1058,2022-09-19
10756,2022-09-19
8456,2022-09-19
331,2022-09-19
690,2022-09-19
12247,2022-09-19
143,2022-09-19
11016,2022-09-19
11572,2022-09-19
8682,2022-09-19
12411,2022-09-19
8434,2022-09-19
331,2022-09-19
8501,2022-09-19
316,2022-09-19
11352,2022-09-19
11349,2022-09-19
1098,2022-09-19
9833,2022-09-19
1038,2022-09-19
6050,2022-09-19
6050,2022-09-19
554,2022-09-19
11255,2022-09-19
615,2022-09-19
11287,2022-09-19
5394,2022-09-19
8456,2022-09-19
11153,2022-09-19
6919,2022-09-19
1106,2022-09-19
5394,2022-09-19
11502,2022-09-19
10592,2022-09-19
8456,2022-09-19
11255,2022-09-19
7189,2022-09-19
11556,2022-09-19
365,2022-09-19
12279,2022-09-19
6727,2022-09-19
11119,2022-09-19
8992,2022-09-19
8655,2022-09-19
4624,2022-09-19
4624,2022-09-19
954,2022-09-19
12467,2022-09-19
689,2022-09-19
8362,2022-09-19
1387,2022-09-19
10427,2022-09-19
1023,2022-09-19
11159,2022-09-19
5902,2022-09-19
8655,2022-09-19
6050,2022-09-19
524,2022-09-19
524,2022-09-19
12604,2022-09-19
8565,2022-09-19
8992,2022-09-19
4775,2022-09-19
12486,2022-09-19
11301,2022-09-19
5575,2022-09-19
10634,2022-09-19
11255,2022-09-19
10599,2022-09-19
11016,2022-09-19
9080,2022-09-19
10899,2022-09-19
316,2022-09-19
11502,2022-09-19
1804,2022-09-19
7287,2022-09-19
11350,2022-09-19
1804,2022-09-19
12604,2022-09-19
12070,2022-09-19
864,2022-09-19
11349,2022-09-19
11601,2022-09-16
12215,2022-09-16
10413,2022-09-16
12053,2022-09-16
365,2022-09-16
5904,2022-09-16
11567,2022-09-16
10113,2022-09-16
9890,2022-09-16
10592,2022-09-16
9831,2022-09-16
10413,2022-09-16
11966,2022-09-16
7047,2022-09-16
9515,2022-09-16
8198,2022-09-16
6972,2022-09-16
11532,2022-09-16
12355,2022-09-16
7863,2022-09-16
1035,2022-09-16
554,2022-09-15
6437,2022-09-15
11826,2022-09-15
6027,2022-09-15
11655,2022-09-15
12602,2022-09-15
6027,2022-09-15
316,2022-09-15
12263,2022-09-15
484,2022-09-15
11826,2022-09-15
8682,2022-09-15
12490,2022-09-15
7161,2022-09-15
12424,2022-09-15
9652,2022-09-15
12206,2022-09-15
11826,2022-09-15
7998,2022-09-15
12370,2022-09-15
7330,2022-09-15
8878,2022-09-15
11071,2022-09-15
4878,2022-09-15
1098,2022-09-15
12497,2022-09-15
12370,2022-09-15
11331,2022-09-15
12603,2022-09-15
8730,2022-09-15
10599,2022-09-15
8231,2022-09-14
780,2022-09-14
10907,2022-09-14
6011,2022-09-14
10771,2022-09-14
10132,2022-09-14
1098,2022-09-14
10112,2022-09-14
10771,2022-09-14
10132,2022-09-14
10899,2022-09-14
780,2022-09-14
6246,2022-09-14
11826,2022-09-14
11826,2022-09-14
12279,2022-09-14
524,2022-09-14
524,2022-09-14
1190,2022-09-14
10711,2022-09-14
8191,2022-09-14
9690,2022-09-14
12302,2022-09-14
11466,2022-09-14
1809,2022-09-14
10403,2022-09-14
10949,2022-09-14
417,2022-09-14
882,2022-09-14
10835,2022-09-14
10909,2022-09-14
6173,2022-09-14
11867,2022-09-14
8655,2022-09-14
446,2022-09-14
8845,2022-09-14
10691,2022-09-14
1851,2022-09-14
12277,2022-09-14
882,2022-09-14
10769,2022-09-14
12316,2022-09-14
11195,2022-09-14
7709,2022-09-14
1851,2022-09-14
6557,2022-09-14
564,2022-09-14
6805,2022-09-14
5390,2022-09-14
8655,2022-09-13
1196,2022-09-13
505,2022-09-13
8456,2022-09-13
9080,2022-09-13
9080,2022-09-13
11867,2022-09-13
9214,2022-09-13
12083,2022-09-13
11046,2022-09-13
1098,2022-09-13
5324,2022-09-13
11119,2022-09-13
11016,2022-09-13
1098,2022-09-13
6050,2022-09-13
12281,2022-09-13
7128,2022-09-13
12529,2022-09-13
8191,2022-09-13
6744,2022-09-13
5871,2022-09-13
4775,2022-09-13
10711,2022-09-13
1106,2022-09-13
7569,2022-09-13
11466,2022-09-13
12425,2022-09-13
9694,2022-09-13
603,2022-09-13
6448,2022-09-13
4775,2022-09-13
554,2022-09-13
10802,2022-09-13
12406,2022-09-13
1098,2022-09-13
10696,2022-09-13
10809,2022-09-13
4518,2022-09-13
4518,2022-09-13
10366,2022-09-13
6727,2022-09-12
10769,2022-09-12
11049,2022-09-12
633,2022-09-12
12467,2022-09-12
1098,2022-09-12
1098,2022-09-12
11255,2022-09-12
10634,2022-09-12
12519,2022-09-12
486,2022-09-12
342,2022-09-12
342,2022-09-12
12070,2022-09-12
10594,2022-09-12
6250,2022-09-12
6919,2022-09-12
8923,2022-09-12
11352,2022-09-12
257,2022-09-12
12227,2022-09-12
1430,2022-09-12
11255,2022-09-12
1106,2022-09-12
9833,2022-09-12
12070,2022-09-12
11945,2022-09-12
554,2022-09-12
9034,2022-09-12
11966,2022-09-12
6446,2022-09-12
5056,2022-09-12
11770,2022-09-12
12562,2022-09-12
10637,2022-09-12
12070,2022-09-12
1430,2022-09-12
6050,2022-09-12
1058,2022-09-12
864,2022-09-12
9226,2022-09-12
1098,2022-09-12
12070,2022-09-12
12601,2022-09-12
11250,2022-09-12
12322,2022-09-12
9106,2022-09-12
12322,2022-09-12
793,2022-09-12
12070,2022-09-12
316,2022-09-12
12464,2022-09-12
8992,2022-09-12
12395,2022-09-12
11095,2022-09-12
11444,2022-09-12
12493,2022-09-12
9676,2022-09-12
8362,2022-09-12
9580,2022-09-12
650,2022-09-12
1098,2022-09-12
162,2022-09-12
697,2022-09-09
10510,2022-09-09
954,2022-09-09
9676,2022-09-09
11999,2022-09-09
8191,2022-09-09
10387,2022-09-09
954,2022-09-09
5872,2022-09-09
12029,2022-09-09
