PartnerId,Purchase Frequency,DocumentDate,Sales,Date,RecencyScore,SalesScore,FrequencyScore,Total
10835.0,16.0,2022-12-20,5201.0,1,97.22991689750693,4.76085752451699,3.75,35.24692480734131
365.0,16.0,2022-12-20,5169.0,1,97.22991689750693,4.7347929495324665,3.75,35.238236615679796
6250.0,15.0,2022-12-20,5010.0,1,97.22991689750693,4.605284592578112,3.5000000000000004,35.11173383002835
12301.0,15.0,2022-12-20,4990.0,1,97.22991689750693,4.588994233212785,3.5000000000000004,35.10630371023991
12263.0,15.0,2022-12-20,4967.0,1,97.22991689750693,4.570260319942658,3.5000000000000004,35.1000590724832
11016.0,15.0,2022-12-20,4934.0,1,97.22991689750693,4.543381226989868,3.5000000000000004,35.09109937483226
1190.0,15.0,2022-12-20,4902.0,1,97.22991689750693,4.517316652005343,3.5000000000000004,35.082411183170755
7709.0,15.0,2022-12-20,4882.0,1,97.22991689750693,4.501026292640016,3.5000000000000004,35.07698106338231
7047.0,15.0,2022-12-20,4836.0,1,97.22991689750693,4.463558466099762,3.5000000000000004,35.064491787868896
11217.0,15.0,2022-12-20,4820.0,1,97.22991689750693,4.4505261786075,3.5000000000000004,35.06014769203814
1663.0,15.0,2022-12-20,4769.0,1,97.22991689750693,4.408985762225915,3.5000000000000004,35.04630088657761
6448.0,15.0,2022-12-20,4764.0,1,97.22991689750693,4.404913172384583,3.5000000000000004,35.044943356630505
5324.0,15.0,2022-12-20,4748.0,1,97.22991689750693,4.391880884892321,3.5000000000000004,35.040599260799745
11471.0,14.0,2022-12-20,4743.0,1,97.22991689750693,4.387808295050989,3.25,34.9559083975193
7059.0,14.0,2022-12-20,4730.0,1,97.22991689750693,4.377219561463526,3.25,34.952378819656815
492.0,14.0,2022-12-20,4710.0,1,97.22991689750693,4.360929202098198,3.25,34.94694869986838
10577.0,14.0,2022-12-20,4679.0,1,97.22991689750693,4.335679145081941,3.25,34.93853201419629
8379.0,14.0,2022-12-20,4615.0,1,97.22991689750693,4.283549995112892,3.25,34.92115563087327
360.0,14.0,2022-12-20,4601.0,1,97.22991689750693,4.272146743557163,3.25,34.91735454702136
11514.0,14.0,2022-12-20,4593.0,1,97.22991689750693,4.265630599811032,3.25,34.91518249910599
11567.0,14.0,2022-12-20,4571.0,1,97.22991689750693,4.247711204509171,3.25,34.9092093673387
4624.0,14.0,2022-12-20,4568.0,1,97.22991689750693,4.245267650604372,3.25,34.90839484937043
5445.0,14.0,2022-12-20,4546.0,1,97.22991689750693,4.227348255302512,3.25,34.90242171760315
10941.0,14.0,2022-12-20,4545.0,1,97.22991689750693,4.226533737334245,3.25,34.90215021161372
1196.0,14.0,2022-12-20,4491.0,1,97.22991689750693,4.1825497670478615,3.25,34.887488888184926
10809.0,14.0,2022-12-20,4483.0,1,97.22991689750693,4.176033623301731,3.25,34.88531684026955
12166.0,13.0,2022-12-20,4477.0,1,97.22991689750693,4.171146515492132,3.0,34.800354470999686
8042.0,13.0,2022-12-20,4462.0,1,97.22991689750693,4.158928745968136,3.0,34.79628188115836
11601.0,13.0,2022-12-20,4456.0,1,97.22991689750693,4.154041638158538,3.0,34.79465284522182
917.0,13.0,2022-12-20,4419.0,1,97.22991689750693,4.123904473332682,3.0,34.784607123613206
8663.0,13.0,2022-12-20,4385.0,1,97.22991689750693,4.096210862411625,3.0,34.77537591997285
8434.0,13.0,2022-12-20,4379.0,1,97.22991689750693,4.091323754602026,3.0,34.77374688403632
476.0,13.0,2022-12-20,4329.0,1,97.22991689750693,4.050597856188707,3.0,34.76017158456521
1029.0,13.0,2022-12-20,4290.0,1,97.22991689750693,4.018831655426318,3.0,34.74958285097775
11746.0,13.0,2022-12-20,4264.0,1,97.22991689750693,3.997654188251393,3.0,34.74252369525277
12094.0,13.0,2022-12-20,4246.0,1,97.22991689750693,3.982992864822598,3.0,34.73763658744317
10403.0,13.0,2022-12-20,4200.0,1,97.22991689750693,3.9455250382823444,3.0,34.72514731192975
10226.0,13.0,2022-12-20,4176.0,1,97.22991689750693,3.9259766070439515,3.0,34.71863116818363
11414.0,13.0,2022-12-20,4159.0,1,97.22991689750693,3.912129801583423,3.0,34.71401556636345
6307.0,13.0,2022-12-20,4139.0,1,97.22991689750693,3.895839442218095,3.0,34.70858544657501
5575.0,13.0,2022-12-20,4123.0,1,97.22991689750693,3.8828071547258336,3.0,34.704241350744255
11131.0,12.0,2022-12-20,4083.0,1,97.22991689750693,3.850226435995178,2.75,34.61004777783403
7672.0,12.0,2022-12-20,4038.0,1,97.22991689750693,3.8135731274231905,2.75,34.59783000831004
1199.0,12.0,2022-12-20,4032.0,1,97.22991689750693,3.8086860196135928,2.75,34.5962009723735
11250.0,12.0,2022-12-20,4009.0,1,97.22991689750693,3.789952106343466,2.75,34.589956334616794
9886.0,12.0,2022-12-20,3961.0,1,97.22991689750693,3.75085524386668,2.75,34.576924047124535
1191.0,12.0,2022-12-20,3944.0,1,97.22991689750693,3.737008438406151,2.75,34.57230844530436
10910.0,12.0,2022-12-20,3937.0,1,97.22991689750693,3.7313068126282865,2.75,34.5704079033784
1329.0,12.0,2022-12-20,3912.0,1,97.22991689750693,3.710943863421627,2.75,34.56362025364285
10766.0,12.0,2022-12-20,3906.0,1,97.22991689750693,3.706056755612029,2.75,34.561991217706314
12370.0,12.0,2022-12-20,3899.0,1,97.22991689750693,3.700355129834164,2.75,34.560090675780366
1018.0,12.0,2022-12-20,3870.0,1,97.22991689750693,3.676734108754439,2.75,34.552217002087126
10341.0,12.0,2022-12-20,3819.0,1,97.22991689750693,3.635193692372854,2.75,34.538370196626595
6273.0,12.0,2022-12-20,3816.0,1,97.22991689750693,3.632750138468055,2.75,34.53755567865833
10023.0,12.0,2022-12-20,3714.0,1,97.22991689750693,3.5496693057048843,2.75,34.50986206773727
9908.0,12.0,2022-12-20,3711.0,1,97.22991689750693,3.5472257518000845,2.75,34.509047549769
9890.0,12.0,2022-12-20,3694.0,1,97.22991689750693,3.5333789463395564,2.75,34.504431947948824
11292.0,12.0,2022-12-19,3682.0,1,96.95290858725761,3.5236047307203595,2.75,34.408837772659325
12526.0,12.0,2022-12-19,3647.0,1,96.95290858725761,3.4950966018310368,2.75,34.39933506302955
12029.0,12.0,2022-12-19,3647.0,1,96.95290858725761,3.4950966018310368,2.75,34.39933506302955
12175.0,12.0,2022-12-19,3634.0,1,96.95290858725761,3.4845078682435733,2.75,34.39580548516706
11555.0,12.0,2022-12-19,3618.0,1,96.95290858725761,3.4714755807513114,2.75,34.39146138933631
11512.0,12.0,2022-12-19,3583.0,1,96.95290858725761,3.442967451861988,2.75,34.381958679706536
10961.0,11.0,2022-12-19,3569.0,1,96.95290858725761,3.4315642003062585,2.5,34.29482426252129
12406.0,11.0,2022-12-19,3550.0,1,96.95290858725761,3.4160883589091973,2.5,34.28966564872227
10648.0,11.0,2022-12-19,3529.0,1,96.95290858725761,3.3989834815756037,2.5,34.2839640229444
12322.0,11.0,2022-12-19,3512.0,1,96.95290858725761,3.3851366761150756,2.5,34.27934842112423
1139.0,11.0,2022-12-19,3475.0,1,96.95290858725761,3.354999511289219,2.5,34.26930269951561
11867.0,11.0,2022-12-19,3475.0,1,96.95290858725761,3.354999511289219,2.5,34.26930269951561
6446.0,11.0,2022-12-19,3473.0,1,96.95290858725761,3.3533704753526865,2.5,34.268759687536765
10072.0,11.0,2022-12-19,3432.0,1,96.95290858725761,3.3199752386537646,2.5,34.25762794197046
11399.0,11.0,2022-12-19,3422.0,1,96.95290858725761,3.3118300589711014,2.5,34.25491288207623
12227.0,11.0,2022-12-19,3419.0,1,96.95290858725761,3.3093865050663016,2.5,34.25409836410797
12038.0,11.0,2022-12-19,3355.0,1,96.95290858725761,3.257257355097253,2.5,34.23672198078496
12275.0,11.0,2022-12-19,3309.0,1,96.95290858725761,3.2197895285570004,2.5,34.22423270527154
12431.0,11.0,2022-12-19,3299.0,1,96.95290858725761,3.211644348874336,2.5,34.22151764537731
12176.0,10.0,2022-12-19,3288.0,1,96.95290858725761,3.202684651223406,2.25,34.13519774616034
12005.0,10.0,2022-12-19,3275.0,1,96.95290858725761,3.1920959176359434,2.25,34.13166816829785
6744.0,10.0,2022-12-19,3258.0,1,96.95290858725761,3.1782491121754144,2.25,34.12705256647767
1790.0,10.0,2022-12-19,3251.0,1,96.95290858725761,3.17254748639755,2.25,34.12515202455172
11518.0,10.0,2022-12-19,3246.0,1,96.95290858725761,3.168474896556218,2.25,34.12379449460461
5066.0,10.0,2022-12-19,3227.0,1,96.95290858725761,3.1529990551591567,2.25,34.11863588080559
5640.0,10.0,2022-12-19,3150.0,1,96.95290858725761,3.0902811716026455,2.25,34.097729919620086
6342.0,10.0,2022-12-19,3146.0,1,96.95290858725761,3.08702309972958,2.25,34.096643895662396
12464.0,10.0,2022-12-19,3110.0,1,96.95290858725761,3.05770045287199,2.25,34.0868696800432
6345.0,10.0,2022-12-19,3048.0,1,96.95290858725761,3.007200338839475,2.25,34.07003630869903
9556.0,10.0,2022-12-19,3033.0,1,96.95290858725761,2.994982569315479,2.25,34.065963718857695
12129.0,10.0,2022-12-19,3027.0,1,96.95290858725761,2.990095461505881,2.25,34.064334682921164
